,jobrequirements,bias,againstgroup
12719,Excellent negotiation and problem-solving skills.,2,00011
12720,Strong people skills.,0,00000
12721,leasing: 1 year (Preferred),0,00000
12722,Sales: 1 year (Required),0,00000
12723,"Miami, FL (Required)",0,00000
12724,newcastleapartmentliving.com,0,00000
12725,Drives vehicles with automatic and manual transmissions.,2,00011
12726,Drains oil and replaces oil filter.,2,00011
12727,Lubricates vehicles.,0,00000
12728,Checks and fills various fluids.,2,00011
12729,Checks and replaces various filters.,2,00011
12730,Look up information in PMM system for various applications.,0,00000
12731,Explains services and products to customers.,2,00011
12732,Looks up information for various applications.,0,00000
12733,Operates point of sale hardware and software.,2,00011
12734,Displays positive attitude at all times towards customers and fellow employees.,2,00011
12735,"Wear PPE equipment, including safety glasses, when required.",0,00000
12736,Maintain JTTS certification as directed by Company standards.,0,00000
12737,"Cleans facilities, tools and equipment.",2,00011
12738,Rings out customers.,0,00000
12739,Use industry leading knowledge to ensure continuous delivery of quality features within scope and budget on our portfolio of Analytics projects.,2,00011
12740,Work with Data Architects and Data Engineers to implement Big Data analytical applications/solutions within multiple environments.,2,00011
12741,"Lead teams in the implementation of end-to-end data analytics solutions for large-scale, complex client environments.",0,00000
12742,Communicate complex technical topics to non-technical business and senior executives to drive the sales of data analytics solutions.,2,00011
12743,Proven experience leading large data analytics projects.,0,00000
12744,10+ years of experience in Analytics with 5+ years in a Management Consulting firm,0,00000
12745,Excellent client relationship skills to the C-Suite.,0,00000
12746,"Experience solutioning data analytics proposals, estimating, selling, and presenting to client executives.",2,00011
12747,Experience with the onshore / offshore delivery model.,0,00000
12748,"Strong technical knowledge of Data Analytics architectures, both on-prem and in the cloud.",2,00011
12749,Agile delivery experience preferred.,0,00000
12750,You have an innate capacity to transition from project to project without skipping a beat.,0,00000
12751,You have excellent written and verbal communication skills for coordination across projects and teams.,2,00011
12752,You are a critical thinker with an emphasis on creativity and innovation.,2,00011
12753,You have the drive to succeed paired with a continuous hunger to learn.,0,00000
12754,"You are trusted, empathetic, accountable, and empower others around you.",2,00011
12755,"Exceed monthly, quarterly, and annual sales goals",2,00011
12756,"Prospect, build pipeline and sell the software to strategic clients",2,00011
12757,Maintain strong sales activity with a focus on qualifying and closing,2,00011
12758,Manage a pipeline of 20+ opportunities,0,00000
12759,Align value proposition targeted towards the C-Level decision maker in target accounts,0,00000
12760,Engage with C-level prospects to position software and take it to closing,2,00011
12761,Adopt value selling and the Challenger Sale sales model,2,00011
12762,Co-sell with established resellers,0,00000
12763,2+ years of B2B selling in software,0,00000
12764,Track record of exceeding sales quota,0,00000
12765,"Strong executive presence, especially CEOs and CFOs.",2,00011
12766,Expertise in managing a pipeline with the ability to close,0,00000
12767,Ability to identify pain points and develop unique and value propositions,2,00011
12768,Great at building relationships,0,00000
12769,Excellent oral and written communication skills,2,00011
12770,Spend management or finance is a plus,0,00000
12771,"Assisting executives, including calendar, meeting prep and event planning",2,00011
12772,"All bookkeeping functions, including accounts payable, receivable and payroll",2,00011
12773,"Managing office supplies, including ordering",0,00000
12774,Support in a variety of clerical activities,0,00000
12775,Managing the overall invoicing process for projects,0,00000
12776,Managing commission schedules,0,00000
12777,Managing pricing calculators,0,00000
12778,QuickBooks certifications for Enterprise Solutions.,0,00000
12779,3 years experience providing bookkeeping with a company that has a minimum annual sales of $4 million.,0,00000
12780,Familiarity with operations management in a service and retail environment.,2,00011
12781,"Computer skills: QuickBooks, Microsoft Suite, Google Suite.",0,00000
12782,Excellent time management skills and ability to multitask and prioritize work.,2,00011
12783,Strong organizational and planning skills.,2,00011
12784,Excellent written and verbal communication skills.,2,00011
12785,Professionalism and flexibility.,2,00011
12786,University Degree preferred.,0,00000
12787,QuickBooks certifications and experience required.,2,00011
12788,Room to grow as the company expands.,0,00000
12789,Full time employment - 40 hours per week - Office open from 7:30 am to 4:00 pm Monday to Friday,0,00000
12790,"Office location in Tempe, Arizona",0,00000
12791,Aggressive -- competitive and growth-oriented,2,00111
12792,Daily support of installed applications including manufacturer recommended updates and maintenance,2,00011
12793,Maintains accurate log for all customer support requests and application administration activities,2,00011
12794,Interacts with Ricoh sales and operations teams to maintain and enhance customer relationship,2,00011
12795,"Develops and maintains reports, pertaining to applications supported, as requested by Ricoh and Statement of Work",2,00011
12796,Maintains up to date issue resolution activities via the customer's service request system,0,00000
12797,Maintains up to date site procedures guide pertaining to applications supported,0,00000
12798,Responsible for adhering to all Ricoh and/or manufacturer recommended training and certification requirements,2,00011
12799,"Responds to incoming support calls (i.e. telephone, voicemail, mail, SR ticket) in in accordance with SLAs",2,00011
12800,Evaluates the customer issues and then gives assistance utilizing the appropriate support information and documentation,2,00011
12801,"Assumes full ownership of support requests, pertaining to applications supported. Escalates and follows up as needed to ensure resolution",2,00011
12802,Interacts with escalation support team for problem resolution,0,00000
12803,"Participates in monthly, quarterly, and annual customer reviews",2,00011
12804,"Acts as subject matter expert on at least one critical Professional Services including: Output Management, -, or Server based Fax Technology. -",0,00000
12805,Maintains Microsoft and Application Certifications as directed by Leadership,2,00011
12806,"Ability to diagnose, resolve and escalate Application Issues that may arise",2,00011
12807,Proactively monitor the health of the solution stack and actively seeks to mitigate Application down time.,2,00011
12808,Partners with Customer Technical Teams and Software Vendors to resolve problems to ensure customer satisfaction.,2,00011
12809,Keeps daily records of work performed in timesheet repository,0,00000
12810,"Technical degree (computer science, information systems, engineering) or equivalent experience in a related field required",0,00000
12811,Minimum 1 year of related work experience including a demonstrated track record of success preferred.,0,00000
12812,Proficiency in MS Office Suite required,0,00000
12813,MCSE or MCITP a plus,0,00000
12814,Application Specific Certifications for Applications Supported by Role.,0,00000
12815,"A minimum of 1 year of experience in technology such as networking, servers, routers, and other Microsoft software (Ex. Microsoft Server, SQL, etc)",2,00011
12816,"Consistently practices strong organizational, communication, project management, negotiation, and problem solving skills",2,00011
12817,Contributes to team operational precision by active design of and participation in community initiatives,2,00011
12818,Global Travel ready (10-15%),2,00010
12819,Provide periodic 24/7 on-call assistance of specific functions.,0,00000
12820,Work outside the standard office 7.5 hour workday may be required.,0,00000
12821,Participate in on-call rotation.,0,00000
12822,"Coordinates with the clients, try to know their concerns by avoiding any interruption in conversation, etc.",0,00000
12823,Supervise the unresolved issues and ensure that they are resolved in the given time frame by keeping the needs of the customer in mind.,2,00011
12824,"Analyze the clients requirements after a conversation with them and recommend products, plans or services that will match their needs.",2,00011
12825,Keep a track of the potential customers and their requirements by entering information into salesforce.,2,00011
12826,"Respond back to customer with answers. (pricing, product lead time and availability).",2,00011
12827,relevant: 1 year (Preferred),0,00000
12828,High school or equivalent (Preferred),0,00000
12829,"Des Plaines, IL 60018 (Preferred)",0,00000
12830,Outcome-oriented -- results-focused with strong performance culture,0,00000
12831,Detail-oriented -- quality and precision-focused,2,00011
12832,Team-oriented -- cooperative and collaborative,2,00011
12833,Leadership and career development training programs.,2,00011
12834,Frequent company update talks with our leadership team.,2,00011
12835,Work for and be a part of a world-class organization!,2,00011
12836,"Honesty, integrity, loyalty, generosity, tolerance, compassion, confidence, humility, and inclusion.",2,00011
12837,"Balance between self, family, team and community",2,00011
12838,"Flexibility, variety, challenge, adventure, and camaraderie",2,00011
12839,"Digital Experience | creates engaging omni-channel digital experiences across web, mobile, AR/VR, voice, gesture, IoT, and video",2,00011
12840,"Digital Foundry | a flexible, end-to-end delivery model emphasizing innovation and disruption",2,00011
12841,DigitalMix | an integrated set of platforms to enable business re-platforming,0,00000
12842,Supervise the day-to-day task assignments and performance of all sales associates.,2,00011
12843,"Ensure execution of established safety, security, quality, and store operations policies, procedures, practices and programs.",2,00011
12844,Ensure future growth by executing a defined strategy to deliver the long range plan.,0,00000
12845,"Responsible for Collecting, Auditing, and depositing all collected funds.",2,00011
12846,Exceptional customer service,0,00000
12847,Superior relationship building and leadership skills 3. Highly effective communication,2,00011
12848,Ability to multi-task,0,00000
12849,5 years? Experience in Convenient store and Gas stations industry,2,00011
12850,Ability to manage multiple locations and fill in when necessary at all positions.,2,00011
12851,"Leadership experience in a fast-paced retail, food service, or fuel environment",0,00000
12852,Bachelor?s degree in business or related discipline preferred,0,00000
12853,"Availability to work all shifts, weekends, and holidays, based on business needs",2,00011
12854,Ability to learn and utilize the management software for all locations.,2,00011
12855,Must be at least 18 years old to be considered for this position,0,00000
12856,"Drive optimal solution design collaborating with architects, application developers and cross-functional teams.",2,00011
12857,Provide technical direction and oversight on creation of applications from an end-to-end perspective.,2,00011
12858,"Contribute to software design, solution development and recommendations.",2,00011
12859,"Manage applications/development projects, or complex solution delivery initiatives.",0,00000
12860,"Lead the team's technology and design decisions, such as software engineering practices and coding standards.",2,00011
12861,Assist in set up and manage development standards and tools.,2,00011
12862,"Oversee the creation of documented designs, system specifications, deployment and unit test plans.",2,00011
12863,"Analyze, develop and execute strategies for data and system integrations for acquisition activities.",2,00011
12864,Build and execute automated unit & regression test cases.,2,00011
12865,Promote and deploy code using standard release management tools.,2,00011
12866,Oversee day to day development tasks performed by the product team.,0,00000
12867,Liaise with global development team members.,0,00000
12868,Ensure developers adhere to software quality standards and principles.,2,00011
12869,Seek and recommend opportunities for process improvement and automation.,2,00011
12870,"nvironmental and Safety Solutions, Inc./ Guardian Staffing Solutions",2,00011
12871,Performs a variety of administrative tasks that support the overall mission of quality performance and services.,2,00011
12872,Performs a variety of tasks unique to each specific customer account,0,00000
12873,Account management with outcome of increased customer satisfaction and increase in retention & account growth,2,00011
12874,Quota responsibility aligned with specific accounts,0,00000
12875,Mastery and consistent execution of Gartner's internal sales,2,00011
12876,Proficient in account planning and understanding of territory management,2,00011
12877,Manage forecast accuracy on a monthly/quarterly/annual basis,0,00000
12878,Maintain competitive knowledge & focus,0,00000
12879,Fiscal responsibility with regards to expense management,0,00000
12880,In-depth knowledge of Gartner's products and services,2,00011
12881,Ability to prospect and manage C-level and senior level relationships within large multi-national organizations,2,00011
12882,"Strong demonstration of intellect, drive, executive presence, sales acumen",0,00000
12883,"Proven experience building excellent client relationships, offering benefited, insightful and strategic insight into their business",2,00011
12884,Strong computer proficiency,0,00000
12885,Excellent written and oral/presentation skills,2,00111
12886,Ability to develop and conduct effective presentations with contract decision makers (c-level),2,00111
12887,Knowledge of the full life cycle of the sales process from prospecting to close,0,00000
12888,Language requirements as determined by territory needs,2,00011
12889,Masters or advanced degree a plus,0,00000
12890,"Prepare invoices, delivery tickets and related shipping documents",2,00011
12891,Plan effective delivery routes and assign drivers for scheduled deliveries,2,00011
12892,Work closely with customer service to understand the product availability and logistic issues,2,00011
12893,Take orders from customers and get their order out on time,2,00011
12894,Inspect all shipping department equipment to insure that they are in working order,0,00000
12895,Check and review all orders assigned before they are shipped against delivery tickets,2,00011
12896,Coordinate deliveries with company truck drivers and external trucking companies to ensure timely delivery of materials to customers,2,00011
12897,"Work closely with independent truck drivers to ensure pick-up and delivery times, load weight compliance and secure loads",2,00011
12898,"Prepare and review loading/unloading, daily shipping reports and delivery logs",2,00011
12899,Submit daily invoicing to A/P once deliveries are dispatched,0,00000
12900,Other duties and responsibilities related to the nature of the job may be assigned on a temporary or permanent basis as needed,2,00011
12901,High school diploma or equivalent or equivalent experience in related function,0,00000
12902,At least 1 year of related experience,0,00000
12903,"Computer skills in Microsoft Excel, Word and Outlook",2,00011
12904,Excellent mathematical and communication skills,2,00011
12905,May require occasional lifting up to 25 lbs,2,00010
12906,"Endure intermittent climbing, bending, stooping, twisting, reaching, pushing and pulling",2,00011
12907,Walking and standing for long periods of time,2,00011
12908,Highly competitive base pay,0,00000
12909,"Comprehensive medical, dental and disability benefits programs",2,00011
12910,Group retirement savings program,0,00000
12911,Health and wellness programs,2,00011
12912,"A culture that values opportunity for growth, development, and internal promotion",2,00011
12913,relevant: 1 year (Preferred),0,00000
12914,Communicate with department managers and upper management to set specific marketing and sales goals for the department including measurable KPIs.,2,00011
12915,"Develop strategy and implement tactics to grow sales, wine club memberships, hotel occupancy, and group revenue.",2,00011
12916,Evaluate and report return on investment on the various platforms.,2,00011
12917,Oversee all digital advertising campaigns and make monthly adjustments based on performance.,2,00011
12918,Oversee marketing planning and branding meetings.,2,00011
12919,"Manage the internal marketing communication, including the Ponte monthly associate newsletter.",2,00011
12920,"Determine website goals, oversee design and implement strategies related to traffic management.",2,00011
12921,Monitor and manage the image and content of company websites and partner websites for coherence with the Brands marketing goals.,2,00011
12922,Set goals and strategies for targeted email marketing of all companies and outlets.,2,00011
12923,"Develop and execute marketing promotions for all winery Wine Clubs and Tasting Rooms, and the Hotel.",2,00011
12924,Coordinate and execute photo and video shoots and management of photo and design files.,2,00011
12925,Oversee the design and ordering of marketing collateral.,2,00011
12926,"Oversee charitable contribution projects to execute industry events, communication and follow-up.",2,00011
12927,Oversee the maintenance of the content database of all graphic design photography and print files for the marketing department.,2,00011
12928,Manage and oversee email databases.,2,00011
12929,Understands and adheres to the Ponte values and service standards.,2,00011
12930,Performs all other duties assigned.,0,00000
12931,"Must have exceptional reading, strong writing and editing skills.",2,00011
12932,Understanding basic consumer statistics.,0,00000
12933,"Strong work ethic, attention to detail, willingness and desire to learn and grow with the company.",2,01011
12934,"Strong organizational skills and ability to thrive in fast-paced, busy environment.",2,00011
12935,"Must be extremely confident, a strategic thinker, and a team player.",2,00011
12936,Must be willing to accept positive and critical feedback from upper management and colleagues.,2,00011
12937,Ability to work flexible hours including evenings and weekends as needed.,2,00011
12938,"Be quick, agile and resilient",2,00011
12939,Focus on the essentials,0,00000
12940,"Continuously improve performance and products to help customers, the environment, employees and society as a whole.",2,00011
12941,Completes assignments which involve the application of a variety of diverse engineering methods.,0,00000
12942,"Assesses feasibility and soundness of proposed engineering tests, products, and equipment.",2,00011
12943,Coordinates implementation of new or revised engineering solutions.,0,00000
12944,Facilitates the implementation of applicable BEST/CLASS criteria.,0,00000
12945,Develops key performance indicators (KPIs) and management dashboards based on strategic objectives and performance improvement goals.,2,00011
12946,"Ability to independently research, evaluate, and and/or test engineering techniques",2,00011
12947,Ability to evaluate and advise on project viability,2,00011
12948,Ensures Accountability,0,00000
12949,Optimizes Work processes,0,00000
12950,B.S. in Chemical Engineering is required,0,00000
12951,M.S. or Ph.D. in Engineering or MBA is preferred,0,00000
12952,"Certification in a process improvement methodology (such as Six Sigma Green Belt, or Lean) or a P.E. certification is preferred.",0,00000
12953,"3 years of engineering experience is required, preferably in a manufacturing facility.",0,00000
12954,Competitive base salary,0,00000
12955,"Aggressive, uncapped commission structure",2,00100
12956,Expense reimbursement and allowances,2,00011
12957,Sales tools and resources as required and necessary,2,00011
12958,Access to company insurance plans and our 401(k) benefits program including matching contributions,2,00011
12959,"Residency must be in Northeast - Boston, MA and surrounding areas; work from home when not traveling",2,00011
12960,5 - 10 Years of solid Sales experience,0,00000
12961,"Sporting, Education or Athletic related background or technology sales experience a major plus",0,00000
12962,A proven track record of success,0,00000
12963,Persuasive communicator,0,00000
12964,Aggressive and Professional,2,00111
12965,Tenacious negotiator and closer,2,00011
12966,"Entrepreneurial, willing to go the extra mile, strong work ethic, resourceful attitude",0,00000
12967,"Excellent organizational, writing and communication skills",2,00011
12968,"Strong interpersonal skills, relationship building, customer centric attitude",2,00100
12969,Candidate must be able to represent the Company in an impeccable fashion,0,00000
12970,Negotiation skills involving basics of proposals and sales agreements,2,00011
12971,"Establish relationships with high school, collegiate, and sporting facility buyers beyond the first sale",2,00011
12972,Meet activity expectations and exceed sales goals,2,00011
12973,Develop and maintain a consistent sales pipeline & sales cadence within assigned territory,2,00011
12974,Schedule and set up your own in person meetings/presentations about software and multi-media displays,2,00111
12975,Generate proposals and guide prospects through the buying process,2,00011
12976,Territory and database management utilizing HubSpot/Salesforce as directed,2,00011
12977,"Conduct ScoreVision product demonstration at site visits, trade shows and meetings",2,00011
12978,Work with limited daily supervision,0,00000
12979,relevant: 2 years (Preferred),0,00000
12980,sales: 5 years (Preferred),0,00000
12981,Bachelor's (Required),2,01000
12982,Autonomous/Independent -- enjoys working with little direction,0,00000
12983,People-oriented -- enjoys interacting with people and working on group projects,2,00011
12984,Adaptable/flexible -- enjoys doing work that requires frequent shifts in direction,0,00000
12985,People-oriented -- supportive and fairness-focused,2,00011
12986,Detail-oriented -- quality and precision-focused,2,00011
12987,Team-oriented -- cooperative and collaborative,2,00011
12988,Maintaining an understanding of your region at all levels,0,00000
12989,Keeping tight records in Salesforce,0,00000
12990,Create and execute regional sales strategy to get the most out of your territory within the fiscal year and achieve all sales targets,2,00011
12991,Execute a stage driven sales methodology,0,00000
12992,Develop strategic account plans that target large prospective clients within your region,0,00000
12993,Establish premium brand status within your region through the execution of Sales and Marketing campaigns,2,00011
12994,Must achieve all sales goals and targets as set forth within the forecast,2,00011
12995,Position yourself as a trusted advisor and utilize a consultative model to build influence within industry,2,00011
12996,Work your LinkedIn network and social ecosphere to influence the market and your region towards Class Valuation,2,00011
12997,Mortgage industry experience is a must,0,00000
12998,Excellent written and verbal skills,2,00011
12999,Proven Sales history (references will be checked),0,00000
13000,Must be comfortable utilizing video as a means of communicating and understand leading social applications,2,00011
13001,"Must have good Microsoft Office experience, including Outlook, PowerPoint, Word, and Excel",2,00011
13002,"Achieve quarterly revenue goals and other KPIs assigned by Publisher consisting of outbound phone calls, emails, and pitches",2,00011
13003,Perform outbound prospecting to generate and uncover qualified leads,2,00011
13004,Work with our marketing dept to define prospect categories and personas to create a sales pipeline and qualified leads,2,00011
13005,Work with our marketing dept to define prospect categories and personas to create a sales pipeline and qualified leads,2,00011
13006,1 to 3 years relevant work experience,0,00000
13007,Clear understanding of advertising,0,00000
13008,Exceptional communication skills (both verbal and written),2,00011
13009,"Self-motivated, organized and driven by success",2,00011
13010,relevant: 1 year (Preferred),0,00000
13011,Aggressive -- competitive and growth-oriented,2,00111
13012,Outcome-oriented -- results-focused with strong performance culture,0,00000
13013,"This is our tier 1 sales role, as your experience and proven results grow you will have the opportunity for advancement.",2,00011
13014,We will provide you with a laptop and other equipment necessary to complete your daily tasks.,2,00011
13015,attitude and is driven to achieve,2,00011
13016,"Creates hardware, software, and service solutions based on the desired outcomes of our clients",2,00011
13017,Has a passion to help our clients be successful,0,00000
13018,Uses and maintains a state-of-the-art database to strategically plan and organize,2,00011
13019,Possesses the drive to work with a strategic sales plan and exceed goals,2,00011
13020,"Drive and passion to succeed in a fast-paced, high-energy, goal-driven sales environment",2,00011
13021,High ethical and professional standards of business conduct and image,2,00011
13022,Excellent communication skills,2,00011
13023,Strong relationship building skills and passion to seek out a win/win/win outcome (client/self/company),2,00011
13024,Legal US Citizen with High School Diploma or equivalent (College degree preferred),0,00000
13025,General understanding and utilization of Microsoft Office programs,2,00011
13026,High School or better,0,00000
13027,Some college or better,0,00000
13028,Verbal Communication,2,00011
13029,Customer Service Skills,0,00000
13030,Communication Skills,2,00011
13031,Team Player: Works well as a member of a group,0,00000
13032,Innovative: Consistently introduces new ideas and demonstrates original thinking,2,00011
13033,Enthusiastic: Shows intense and eager enjoyment and interest,2,00011
13034,Dedicated: Devoted to a task or purpose with loyalty or integrity,0,00000
13035,Growth Opportunities: Inspired to perform well by the chance to take on more responsibility,0,00000
13036,Goal Completion: Inspired to perform well by the completion of tasks,0,00000
13037,Entrepreneurial Spirit: Inspired to perform well by an ability to drive new ventures within the business,0,00000
13038,Grow RevPAR and RevPAR Index.,2,00011
13039,Daily room inventory management,0,00000
13040,"Monitor hotel and competitor rates, availability, strategies, and seasonality and adjust pricing accordingly.",2,00011
13041,Review unconstrained demand and provide recommendations for the optimal mix of business.,2,00011
13042,Establish target pricing for Group and Transient and by segment.,2,00011
13043,Analyze local events and project their impact.,2,00011
13044,Prepare weekly and monthly forecasts.,2,00011
13045,Conduct displacement analysis with group or contract.,0,00000
13046,Monitor online reviews.,2,00011
13047,Review STR reports and provide analysis of hotel performance against their comp set.,2,00011
13048,"Utilize systems and resources including One Yield, MRDW, HPP, and CI/TY.",2,00011
13049,Review additional tools such as Hotelligence or Demand Positioning reports.,0,00000
13050,Assist with the preparation of the annual rooms revenue budget and business plans.,2,00011
13051,Ensure distribution channels have accurate content and pricing.,2,00011
13052,Develop relationships with the Online Travel Agencies (OTA) or Third Party Intermediaries (TPI) to maximize opportunities through these channels.,2,00010
13053,"Assist with internet marketing campaigns, GDS advertising, etc.",2,00011
13054,Assist in developing the hotel managers so that they become proficient with revenue management.,2,00011
13055,Monitor group blocks and cut off dates.,2,00011
13056,Work with the hotel to ensure coding and tracking is performed correctly.,2,00011
13057,Review production of negotiated accounts with hotel's sales leader.,0,00000
13058,"Hotel Management, Business and/or related degree preferred",2,00011
13059,Minimum of two (3) years revenue management experience with Marriott & Hilton with a strong preference for,0,00000
13060,based on company growth primarily with these chains,0,00000
13061,"Experience with hotel revenue management & sales software such as CI/TY preferred, OneYield, HPP & MRDW",0,00000
13062,Preferred Full Service Experience and strong food and beverage knowledge,2,00011
13063,Preferred Full Service Marriott Experience,0,00000
13064,Preferred strong presentation skills and ability to confidently present to capital partners and Schulte Executive Leadership,2,00111
13065,Preferred tier one market and big box hotel (+400 key) experience,2,00011
13066,"Preferred experience with TravelClick, A360 & D360 tools",0,00000
13067,Ability to forecast topline revenues within 3%,0,00000
13068,Contribute/Understanding to/of Business Plans and RFP Process,2,00011
13069,Effectively manage property director of revenue to perform optimally,0,00000
13070,Preferred experience of managing a region with $150 million or more,0,00000
13071,Profitsword/Profitsage experience highly preferred,0,00000
13072,"Exceptional service and customer relations skills with ability to foster effective relationships with staff, management and clientele.",2,00011
13073,Excellent verbal and written communication skills and ability to communicate ideas and concepts.,2,00011
13074,"Highly proficient in computers including, but not limited to Internet, Microsoft Office programs and hotel sales related programs.",2,00011
13075,Strong facilitation and presentation skills.,2,00111
13076,Schulte Hospitality is an equal opportunity employer,0,00000
13077,Provision and de-provision network accounts for associates through formal procedures,2,00011
13078,Provision and de-provision application accounts for associates through formal procedures,2,00011
13079,Aid in management of quarterly access reviews for network and application accounts,2,00011
13080,Aid in provisioning Internet and VPN access,2,00011
13081,"Strong background in a Windows environment, with hands-on experience in Windows Security Stack",0,00000
13082,"Experience working with IAM tools like: Oracle IAM, MIM, Okta, RSA, IBM IAM or Courion.",0,00000
13083,Mainframe experience a plus.,0,00000
13084,Sales Force experience a plus.,0,00000
13085,"Foundation in documenting requirements using Structured Analysis Techniques, such as Use Cases, and Entity Relationship Diagrams",2,00011
13086,Experience working with IT partners,0,00000
13087,"Ability to perform in a team environment, problem solving, and executing permission changes based on evolving information",2,00011
13088,"Previous experience working with O365, NTFS permissions, and Active Directory Groups",2,00011
13089,Good customer service skills,0,00000
13090,Ability to work in a global environment with US and offshore teams.,2,00011
13091,Experience working with auditors and compliance teams.,2,00011
13092,Minimum 2 years IT/Information Security experience,0,00000
13093,Handle and resolve resident/customer service issues in a timely and professional manner,2,00011
13094,Maintain properties to ensure they look their best at all times,0,00000
13095,Develop a marketing strategy and maintain effective advertising to attract prospective residents to community,2,00011
13096,"Market model, pre-owned, and brokered homes for sale",2,00011
13097,"Coordinate and manage the Lease Purchase Program, including repairs, leasing, sales, refurbishments, closings, and follow-up",2,00011
13098,Meet or exceed home sales and leasing budgets,2,00011
13099,"Manage the rent collection process, including depositing income from home sites and filing to collect on delinquent debts",2,00011
13100,Oversee the eviction process for your community with the assistance of your RVP,0,00000
13101,Monitor and manage monthly operating budgets and prepare monthly reports on P & L variances,2,00011
13102,Oversee capital expenditure improvements,0,00000
13103,Other duties and projects as assigned,2,00011
13104,"Experience creating graphic designs through programs such as Adobe Suite, Canva, or equivalent software.",0,00000
13105,Experience managing website content using programs such as WordPress or equivalent software.,0,00000
13106,"Experience creating presentations using PowerPoint, Canva slides, Google slides, Prezi, or equivalent software.",2,00101
13107,Building customer satisfaction & loyalty,0,00000
13108,"The merchandising, advertising and promotion of products and services",2,00011
13109,"Energetic responsiveness to every customer, on the phone and in the store",2,00011
13110,Desire to succeed in a retail environment,0,00000
13111,Motivated sales individual,0,00000
13112,Identify and build a large pipeline of publisher leads,2,00011
13113,Close new business opportunities to attain or exceed revenue targets,0,00000
13114,"Pitch Audiencerun platform, make proposals and negotiate contracts",2,00011
13115,Manage publisher expectations to foster long-term relationships,0,00000
13116,Onboard new publishers and build strategic relationships with key stakeholders,2,00011
13117,"Drive Account performance, especially client success and revenues",2,00011
13118,Perform a competitive monitoring,0,00000
13119,Reporting of the activity,0,00000
13120,English proficiency is a must,0,00000
13121,Have a significant experience in the online advertising industry and in business development with a publisher portfolio already built.,2,00011
13122,"Proven communication, presentation, and email/phone etiquette",2,00111
13123,Negotiation skills and ability to sell/upsell multiple group's solutions,2,00011
13124,Use sales techniques and foster publisher loyalty,2,00011
13125,Good knowledge of the economic and social environment of Ireland and the UK,2,00011
13126,"Highly motivated, proactive, dedicated, resourceful and creative to ensure your clients receive world-class consulting",2,00011
13127,"Self-starter with the will and ability to work in a fast-paced, ever-evolving environment",2,00011
13128,How long did you work in Online Media ? Did you work with publishers ?,0,00000
13129,"All applicants must be able to demonstrate the ability to provide inspirational, authentic and personalized customer service",2,00011
13130,"Ability to work retail hours including days, nights, weekends and special events in a fast-paced work environment",2,00011
13131,Previous experience with retail point-of-sale software,0,00000
13132,Applicants must be able to provide proof of right to live and work in the country if invited to attend for interview,2,00011
13133,Manage relationships with our most valued customers through consistent and regular engagement,2,00011
13134,Drive product adoption and revenue growth across your customer base,2,00011
13135,Provide hands-on training and implementation that turns your customers into super users and external advocates of the CommentSold platform,2,00011
13136,Earn the role of trusted advisors by guiding customers through their social selling evolution,0,00000
13137,Serve as an internal advocate and liaison to help represent the voice of your customers throughout the company,2,00011
13138,Provide ongoing product training and education as the CommentSold platform continues to expand and evolve to meet our customers' needs,2,00011
13139,Experience managing a large number of customers using a CRM platform and other 1 to many outreach strategies,2,00011
13140,Strong analytical skills combined with excellent time management and prioritization capabilities,2,00011
13141,Ability to direct work independently with a bias towards action,0,00000
13142,Extremely strong written and verbal communication skills,2,00011
13143,"Relevant industry experience in online retail, social commerce and/or inventory management is a plus",2,00011
13144,relevant: 1 year (Preferred),0,00000
13145,leasing: 1 year (Preferred),0,00000
13146,Customer Service: 1 year (Preferred),0,00000
13147,High school or equivalent (Preferred),0,00000
13148,People-oriented -- enjoys interacting with people and working on group projects,2,00011
13149,Dependable -- more reliable than spontaneous,0,00000
13150,Adaptable/flexible -- enjoys doing work that requires frequent shifts in direction,0,00000
13151,Detail-oriented -- would rather focus on the details of work than the bigger picture,0,00000
13152,"Achievement-oriented -- enjoys taking on challenges, even if they might fail",0,00000
13153,Innovative -- prefers working in unconventional ways or on tasks that require creativity,0,00000
13154,High stress tolerance -- thrives in a high-pressure environment,0,00000
13155,"Recruit, acquire, and retain productive sales associates. Includes but is not limited to:",2,00011
13156,Support Branch Manager the sales associate recruitment process for brokerage office.,0,00000
13157,Provide front line support in the execution of retention strategy to retain the top producers and performers.,2,00011
13158,Support the day-to-day management of branch operations to maximize profit and organic growth of branch office. Includes but is not limited to:,2,00011
13159,Work with partners in finance and Branch Manager to manage within the budget and financial forecasts for the Branch Office.,2,00011
13160,"Leverage relationships within the industry to promote the brand, sales associates and increase market share.",2,00011
13161,Managing Staff: Responsible for the general management (direct or dotted line) office support staff. This includes but is not limited to:,0,00000
13162,"Recruiting, interviewing, hiring for all support staff positions.",0,00000
13163,Ongoing training and development.,2,00011
13164,Preparing staff schedules; Reviewing and approving time cards,2,00011
13165,Annual performance reviews,0,00000
13166,Active Real Estate License required,0,00000
13167,Working knowledge of business and financial acumen including demonstrated P&L understanding required,2,00011
13168,"Experience in training, coaching and leading people, groups and organizations preferred",2,00011
13169,Exceptional presentation and public speaking skills; impeccable grammar both verbal and written required,2,00111
13170,Travel within the region is required on an occasional basis.,2,00010
13171,Schedule is dependent on business need but expectations reflect standard business hours plus time as needed during the weekend or evening hours.,0,00000
13172,High School or better,0,00000
